"Series Code","Indicator Name",,,,"Source"
"TM.VAL.ICTG.ZS.UN","ICT goods imports (% total goods imports)",,,,"United Nations Conference on Trade and Development's UNCTADstat database at http://unctadstat.unctad.org/ReportFolders/reportFolders.aspx."
"TM.VAL.INSF.ZS.WT","Insurance and financial services (% of commercial service imports)",,,,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files."
"TM.VAL.MANF.ZS.UN","Manufactures imports (% of merchandise imports)",,,,"World Bank staff estimates through the WITS platform from the Comtrade database maintained by the United Nations Statistics Division."
"TM.VAL.MMTL.ZS.UN","Ores and metals imports (% of merchandise imports)",,,,"World Bank staff estimates through the WITS platform from the Comtrade database maintained by the United Nations Statistics Division."
"TM.VAL.MRCH.AL.ZS","Merchandise imports from economies in the Arab World (% of total merchandise imports)",,,,"World Bank staff estimates based data from International Monetary Fund's Direction of Trade database."
"TM.VAL.MRCH.CD.WT","Merchandise imports (current US$)",,,,"World Trade Organization."
"TM.VAL.MRCH.HI.ZS","Merchandise imports from high-income economies (% of total merchandise imports)",,,,"World Bank staff estimates based data from International Monetary Fund's Direction of Trade database."
"TM.VAL.MRCH.OR.ZS","Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports)",,,,"World Bank staff estimates based data from International Monetary Fund's Direction of Trade database."
"TM.VAL.MRCH.R1.ZS","Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports)",,,,"World Bank staff estimates based data from International Monetary Fund's Direction of Trade database."
"TM.VAL.MRCH.R2.ZS","Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports)",,,,"World Bank staff estimates based data from International Monetary Fund's Direction of Trade database."
"TM.VAL.MRCH.R3.ZS","Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports)",,,,"World Bank staff estimates based data from International Monetary Fund's Direction of Trade database."
"TM.VAL.MRCH.R4.ZS","Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports)",,,,"World Bank staff estimates based data from International Monetary Fund's Direction of Trade database."
"TM.VAL.MRCH.R5.ZS","Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports)",,,,"World Bank staff estimates based data from International Monetary Fund's Direction of Trade database."
"TM.VAL.MRCH.R6.ZS","Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports)",,,,"World Bank staff estimates based data from International Monetary Fund's Direction of Trade database."
"TM.VAL.MRCH.RS.ZS","Merchandise imports by the reporting economy, residual (% of total merchandise imports)",,,,"World Bank staff estimates based data from International Monetary Fund's Direction of Trade database."
"TM.VAL.MRCH.WL.CD","Merchandise imports by the reporting economy (current US$)",,,,"World Bank staff estimates based data from International Monetary Fund's Direction of Trade database."
"TM.VAL.MRCH.WR.ZS","Merchandise imports from low- and middle-income economies within region (% of total merchandise imports)",,,,"World Bank staff estimates based data from International Monetary Fund's Direction of Trade database."
"TM.VAL.MRCH.XD.WD","Import value index (2000 = 100)",,,,"United Nations Conference on Trade and Development, Handbook of Statistics and data files, and International Monetary Fund, International Financial Statistics."
"TM.VAL.OTHR.ZS.WT","Computer, communications and other services (% of commercial service imports)",,,,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files."
"TM.VAL.SERV.CD.WT","Commercial service imports (current US$)",,,,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files."
"TM.VAL.TRAN.ZS.WT","Transport services (% of commercial service imports)",,,,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files."
"TM.VAL.TRVL.ZS.WT","Travel services (% of commercial service imports)",,,,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files."
"TT.PRI.MRCH.XD.WD","Net barter terms of trade index (2000 = 100)",,,,"United Nations Conference on Trade and Development, Handbook of Statistics and data files, and International Monetary Fund, International Financial Statistics."
"TX.MNF.TECH.ZS.UN","Medium and high-tech exports (% manufactured exports)",,,,"United Nations Industrial Development Organization (UNIDO), Competitive Industrial Performance (CIP) database"
"TX.QTY.MRCH.XD.WD","Export volume index (2000 = 100)",,,,"United Nations Conference on Trade and Development, Handbook of Statistics and data files, and International Monetary Fund, International Financial Statistics."
"TX.UVI.MRCH.XD.WD","Export unit value index (2000 = 100)",,,,"United Nations Conference on Trade and Development, Handbook of Statistics and data files. (http://unctadstat.unctad.org)"
"TX.VAL.AGRI.ZS.UN","Agricultural raw materials exports (% of merchandise exports)",,,,"World Bank staff estimates through the WITS platform from the Comtrade database maintained by the United Nations Statistics Division."
"TX.VAL.FOOD.ZS.UN","Food exports (% of merchandise exports)",,,,"World Bank staff estimates through the WITS platform from the Comtrade database maintained by the United Nations Statistics Division."
"TX.VAL.FUEL.ZS.UN","Fuel exports (% of merchandise exports)",,,,"World Bank staff estimates through the WITS platform from the Comtrade database maintained by the United Nations Statistics Division."
"TX.VAL.ICTG.ZS.UN","ICT goods exports (% of total goods exports)",,,,"United Nations Conference on Trade and Development's UNCTADstat database at http://unctadstat.unctad.org/ReportFolders/reportFolders.aspx."
"TX.VAL.INSF.ZS.WT","Insurance and financial services (% of commercial service exports)",,,,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files."
"TX.VAL.MANF.ZS.UN","Manufactures exports (% of merchandise exports)",,,,"World Bank staff estimates through the WITS platform from the Comtrade database maintained by the United Nations Statistics Division."
"TX.VAL.MMTL.ZS.UN","Ores and metals exports (% of merchandise exports)",,,,"World Bank staff estimates through the WITS platform from the Comtrade database maintained by the United Nations Statistics Division."
"TX.VAL.MRCH.AL.ZS","Merchandise exports to economies in the Arab World (% of total merchandise exports)",,,,"World Bank staff estimates based data from International Monetary Fund's Direction of Trade database."
"TX.VAL.MRCH.CD.WT","Merchandise exports (current US$)",,,,"World Trade Organization."
"TX.VAL.MRCH.HI.ZS","Merchandise exports to high-income economies (% of total merchandise exports)",,,,"World Bank staff estimates based data from International Monetary Fund's Direction of Trade database."
"TX.VAL.MRCH.OR.ZS","Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports)",,,,"World Bank staff estimates based data from International Monetary Fund's Direction of Trade database."
"TX.VAL.MRCH.R1.ZS","Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports)",,,,"World Bank staff estimates based data from International Monetary Fund's Direction of Trade database."
"TX.VAL.MRCH.R2.ZS","Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports)",,,,"World Bank staff estimates based data from International Monetary Fund's Direction of Trade database."
"TX.VAL.MRCH.R3.ZS","Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports)",,,,"World Bank staff estimates based data from International Monetary Fund's Direction of Trade database."
"TX.VAL.MRCH.R4.ZS","Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports)",,,,"World Bank staff estimates based data from International Monetary Fund's Direction of Trade database."
"TX.VAL.MRCH.R5.ZS","Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports)",,,,"World Bank staff estimates based data from International Monetary Fund's Direction of Trade database."
"TX.VAL.MRCH.R6.ZS","Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports)",,,,"World Bank staff estimates based data from International Monetary Fund's Direction of Trade database."
"TX.VAL.MRCH.RS.ZS","Merchandise exports by the reporting economy, residual (% of total merchandise exports)",,,,"World Bank staff estimates based data from International Monetary Fund's Direction of Trade database."
